id,name,type,traffic_volume,speed_limit,lanes,latitude,longitude
5163,BHIMBER ROAD GUJRAT Pakistan #5163,Arterial,4990,100,6,32.5904479,74.0483935
5164,BHIMBER ROAD GUJRAT Pakistan #5164,Arterial,5143,100,6,32.685526,74.3220873
5165,CHOWK AREA GUJRAT Pakistan #5165,Highway,3224,80,6,32.5789042,74.0669381
5166,JALALPUR JATTAN ROAD GUJRAT Pakistan #5166,Arterial,2915,40,4,32.5730725,74.1005044
5167,SERVICE ROAD GUJRAT Pakistan #5167,Residential,2660,60,5,32.4886759,74.0911437
5168,GT ROAD GUJRAT Pakistan #5168,Highway,3522,50,4,32.6708206,74.0837749
5169,GT ROAD GUJRAT Pakistan #5169,Residential,5136,40,4,32.5693796,74.073685
5170,VILLAGE LINK ROAD GUJRAT Pakistan #5170,Highway,5147,120,6,32.6082614,74.0886628
5171,VILLAGE LINK ROAD GUJRAT Pakistan #5171,Arterial,4431,30,4,32.5925382,74.0468811
5172,GT ROAD GUJRAT Pakistan #5172,Residential,4818,60,6,32.558159,74.0575935
5173,BHIMBER ROAD GUJRAT Pakistan #5173,Highway,4187,100,1,32.665941,74.1756404
5174,VILLAGE LINK ROAD GUJRAT Pakistan #5174,Residential,4139,60,3,32.5756628,74.0827747
5175,SERVICE ROAD GUJRAT Pakistan #5175,Highway,3982,60,2,32.5730725,74.1005044
5176,NEAR BUS STOP GUJRAT Pakistan #5176,Highway,3951,120,5,32.5588588,74.0433025
5177,NEAR PSO PUMP GUJRAT Pakistan #5177,Highway,2283,50,2,32.513006,74.0674645
5178,CHOWK AREA GUJRAT Pakistan #5178,Residential,1242,30,3,32.5030015,74.0953186
5179,GT ROAD GUJRAT Pakistan #5179,Highway,4685,120,4,32.5654099,74.1746396
5180,CHOWK AREA GUJRAT Pakistan #5180,Residential,1698,30,3,32.4886759,74.0911437
5181,VILLAGE LINK ROAD GUJRAT Pakistan #5181,Residential,2421,100,6,32.6245827,74.1730541
5182,NEAR MARKET GUJRAT Pakistan #5182,Highway,2577,60,3,32.5571497,74.0972007
5183,NEAR SCHOOL ROAD GUJRAT Pakistan #5183,Residential,4896,50,1,32.564327,74.0583307
5184,NEAR MARKET GUJRAT Pakistan #5184,Arterial,4994,30,4,32.5706774,74.0764072
5185,DINGA ROAD GUJRAT Pakistan #5185,Residential,2830,30,4,32.5767984,74.0601215
5186,NEAR PSO PUMP GUJRAT Pakistan #5186,Highway,818,100,3,32.590062,74.0761793
5187,DINGA ROAD GUJRAT Pakistan #5187,Arterial,1384,80,2,32.5377219,74.0623238
5188,UNIVERSITY ROAD GUJRAT Pakistan #5188,Arterial,2092,50,4,32.5640747,74.0774111
5189,NEAR MARKET GUJRAT Pakistan #5189,Residential,3511,60,4,32.6120603,74.0295656
5190,NEAR PSO PUMP GUJRAT Pakistan #5190,Highway,4832,50,6,32.5913519,74.0608558
5191,CHOWK AREA GUJRAT Pakistan #5191,Rural,5076,120,2,32.6103331,74.1480803
5192,NEAR BUS STOP GUJRAT Pakistan #5192,Highway,4891,60,2,32.5792953,74.0898221
5193,NEAR SCHOOL ROAD GUJRAT Pakistan #5193,Highway,4802,40,3,32.5624664,74.0644355
5194,NEAR PSO PUMP GUJRAT Pakistan #5194,Arterial,742,80,1,32.5730725,74.1005044
5195,NEAR BUS STOP GUJRAT Pakistan #5195,Highway,1772,120,4,32.5730725,74.1005044
5196,JALALPUR JATTAN ROAD GUJRAT Pakistan #5196,Arterial,3142,120,6,32.5525112,74.0890945
5197,GT ROAD GUJRAT Pakistan #5197,Arterial,3217,80,3,32.6272367,74.1787933
5198,NEAR SCHOOL ROAD GUJRAT Pakistan #5198,Residential,2868,30,4,32.6340379,74.0079781
5199,NEAR MARKET GUJRAT Pakistan #5199,Residential,802,50,6,32.6039016,74.137435
5200,UNIVERSITY ROAD GUJRAT Pakistan #5200,Arterial,5180,50,5,32.6038722,74.1374565
5201,NEAR MARKET GUJRAT Pakistan #5201,Highway,1922,50,6,32.5850768,74.0436418
5202,CHOWK AREA GUJRAT Pakistan #5202,Residential,3818,100,4,32.5119798,74.0329499
5203,NEAR MARKET GUJRAT Pakistan #5203,Highway,3043,100,2,32.5756628,74.0827747
5204,BHIMBER ROAD GUJRAT Pakistan #5204,Rural,2828,40,2,32.5546174,74.0710128
5205,GT ROAD GUJRAT Pakistan #5205,Arterial,1358,50,4,32.5862974,74.0567177
5206,NEAR BUS STOP GUJRAT Pakistan #5206,Residential,773,80,3,32.5730725,74.1005044
5207,BHIMBER ROAD GUJRAT Pakistan #5207,Residential,4444,80,2,32.5675776,74.0792704
5208,NEAR BUS STOP GUJRAT Pakistan #5208,Arterial,1805,30,4,32.5850793,74.0682043
5209,BHIMBER ROAD GUJRAT Pakistan #5209,Rural,1752,30,1,32.6231283,74.020648
5210,SERVICE ROAD GUJRAT Pakistan #5210,Residential,5143,100,2,32.5093675,74.0971763
5211,NEAR BUS STOP GUJRAT Pakistan #5211,Residential,1176,30,2,32.6173756,74.0792009
5212,NEAR MARKET GUJRAT Pakistan #5212,Arterial,5180,60,3,32.5744818,74.0804391
5213,CHOWK AREA GUJRAT Pakistan #5213,Residential,2478,60,5,32.6331072,74.2235403
5214,NEAR SCHOOL ROAD GUJRAT Pakistan #5214,Highway,5012,120,5,32.5754138,74.0638213
5215,SERVICE ROAD GUJRAT Pakistan #5215,Residential,1555,100,5,32.5628494,74.0537739
5216,BHIMBER ROAD GUJRAT Pakistan #5216,Arterial,4927,40,6,32.6022189,74.0342452
5217,NEAR BUS STOP GUJRAT Pakistan #5217,Rural,3108,60,3,32.5625298,74.0796826
5218,NEAR SCHOOL ROAD GUJRAT Pakistan #5218,Arterial,1758,30,2,32.5449782,74.0909602
5219,NEAR PSO PUMP GUJRAT Pakistan #5219,Residential,761,120,4,32.5925382,74.0468811
5220,VILLAGE LINK ROAD GUJRAT Pakistan #5220,Arterial,3733,60,6,32.5682175,74.0869221
5221,NEAR BUS STOP GUJRAT Pakistan #5221,Highway,4493,100,1,32.5712012,74.0750116
5222,NEAR BUS STOP GUJRAT Pakistan #5222,Arterial,2229,30,5,32.5730725,74.1005044
5223,GT ROAD GUJRAT Pakistan #5223,Residential,4544,60,2,32.5110521,74.0418163
5224,VILLAGE LINK ROAD GUJRAT Pakistan #5224,Arterial,2713,50,5,32.6022189,74.0342452
5225,UNIVERSITY ROAD GUJRAT Pakistan #5225,Residential,3682,60,1,32.570722,74.0807784
5226,JALALPUR JATTAN ROAD GUJRAT Pakistan #5226,Residential,776,60,6,32.5647783,74.0891396
5227,DINGA ROAD GUJRAT Pakistan #5227,Arterial,4481,30,4,32.5692876,74.0998171
5228,NEAR MARKET GUJRAT Pakistan #5228,Rural,1938,80,5,32.5588588,74.0433025
5229,SERVICE ROAD GUJRAT Pakistan #5229,Arterial,3425,120,5,32.5392192,74.0916604
5230,JALALPUR JATTAN ROAD GUJRAT Pakistan #5230,Residential,3900,30,2,32.5835803,74.1216795
5231,DINGA ROAD GUJRAT Pakistan #5231,Highway,2928,100,5,32.5615005,74.0806009
5232,NEAR SCHOOL ROAD GUJRAT Pakistan #5232,Rural,2159,40,5,32.5730725,74.1005044
5233,BHIMBER ROAD GUJRAT Pakistan #5233,Rural,1213,30,5,32.5969659,74.0338813
5234,NEAR PSO PUMP GUJRAT Pakistan #5234,Highway,4594,120,5,32.5119798,74.0329499
5235,NEAR MARKET GUJRAT Pakistan #5235,Arterial,4710,30,2,32.5813339,74.0804143
5236,NEAR SCHOOL ROAD GUJRAT Pakistan #5236,Rural,4625,60,1,32.5081839,74.0910203
5237,CHOWK AREA GUJRAT Pakistan #5237,Arterial,4940,120,2,32.5866551,74.0632642
5238,JALALPUR JATTAN ROAD GUJRAT Pakistan #5238,Highway,2937,40,1,32.6022189,74.0342452
5239,BHIMBER ROAD GUJRAT Pakistan #5239,Arterial,4814,40,4,32.5928479,74.1951867
5240,NEAR PSO PUMP GUJRAT Pakistan #5240,Arterial,2838,60,6,32.6294115,74.1822162
5241,BHIMBER ROAD GUJRAT Pakistan #5241,Residential,4923,30,4,32.5647,74.0541
5242,VILLAGE LINK ROAD GUJRAT Pakistan #5242,Rural,923,120,3,32.5783962,74.061659
5243,GT ROAD GUJRAT Pakistan #5243,Highway,1838,60,3,32.6659235,74.1756105
5244,CHOWK AREA GUJRAT Pakistan #5244,Highway,2549,50,4,32.585018,74.0646164
5245,JALALPUR JATTAN ROAD GUJRAT Pakistan #5245,Residential,1061,50,3,32.5377219,74.0623238
5246,SERVICE ROAD GUJRAT Pakistan #5246,Residential,4972,30,5,32.5698781,74.0739313
5247,VILLAGE LINK ROAD GUJRAT Pakistan #5247,Residential,827,100,4,32.4976158,74.0949982
5248,VILLAGE LINK ROAD GUJRAT Pakistan #5248,Rural,3768,100,6,32.5416391,74.0031448
5249,NEAR BUS STOP GUJRAT Pakistan #5249,Arterial,3774,60,1,32.6156425,74.0791814
5250,CHOWK AREA GUJRAT Pakistan #5250,Arterial,3817,60,4,32.5767616,74.0635991
5251,VILLAGE LINK ROAD GUJRAT Pakistan #5251,Residential,2152,50,1,32.5588588,74.0433025
5252,JALALPUR JATTAN ROAD GUJRAT Pakistan #5252,Rural,3407,30,4,32.6682786,74.115348
5253,CHOWK AREA GUJRAT Pakistan #5253,Arterial,3131,100,3,32.5730725,74.1005044
5254,NEAR MARKET GUJRAT Pakistan #5254,Rural,3220,30,1,32.579493,74.089726
5255,SERVICE ROAD GUJRAT Pakistan #5255,Rural,3854,120,5,32.5497856,74.0509424
5256,BHIMBER ROAD GUJRAT Pakistan #5256,Highway,3335,50,2,32.6245827,74.1730541
5257,NEAR BUS STOP GUJRAT Pakistan #5257,Highway,878,80,1,32.5470219,74.0748072
5258,BHIMBER ROAD GUJRAT Pakistan #5258,Residential,1644,60,5,32.6284408,74.2332458
5259,NEAR MARKET GUJRAT Pakistan #5259,Residential,2272,80,2,32.6145204,74.0263063
5260,UNIVERSITY ROAD GUJRAT Pakistan #5260,Residential,3740,40,1,32.5823817,74.0563558
5261,DINGA ROAD GUJRAT Pakistan #5261,Highway,1901,60,4,32.5730725,74.1005044
5262,NEAR PSO PUMP GUJRAT Pakistan #5262,Residential,4242,30,6,32.5615005,74.0806009
5263,CHOWK AREA GUJRAT Pakistan #5263,Arterial,1187,100,5,32.6035962,74.0491065
5264,VILLAGE LINK ROAD GUJRAT Pakistan #5264,Arterial,4101,80,5,32.5588588,74.0433025
5265,GT ROAD GUJRAT Pakistan #5265,Arterial,3487,30,6,32.49162,74.0894328
5266,CHOWK AREA GUJRAT Pakistan #5266,Highway,2148,30,3,32.5377219,74.0623238
5267,BHIMBER ROAD GUJRAT Pakistan #5267,Highway,4625,100,6,32.6323135,74.2098052
5268,GT ROAD GUJRAT Pakistan #5268,Highway,1526,80,4,32.6377717,74.1958929
5269,JALALPUR JATTAN ROAD GUJRAT Pakistan #5269,Residential,2941,80,4,32.5969659,74.0338813
5270,CHOWK AREA GUJRAT Pakistan #5270,Arterial,3742,100,4,32.6690152,74.2575477
5271,UNIVERSITY ROAD GUJRAT Pakistan #5271,Highway,4823,40,6,32.5596973,74.0772187
5272,DINGA ROAD GUJRAT Pakistan #5272,Rural,4474,30,4,32.6986797,74.1338042
5273,NEAR MARKET GUJRAT Pakistan #5273,Arterial,1665,100,2,32.5848271,74.0559954
5274,GT ROAD GUJRAT Pakistan #5274,Highway,2395,80,1,32.6114598,74.1505122
5275,UNIVERSITY ROAD GUJRAT Pakistan #5275,Arterial,5001,30,6,32.4960043,74.0889608
5276,UNIVERSITY ROAD GUJRAT Pakistan #5276,Rural,1696,120,2,32.5862974,74.0567177
5277,GT ROAD GUJRAT Pakistan #5277,Arterial,2334,120,2,32.6383713,74.0055909
5278,SERVICE ROAD GUJRAT Pakistan #5278,Arterial,728,100,1,32.5693796,74.073685
5279,CHOWK AREA GUJRAT Pakistan #5279,Rural,1633,50,4,32.6407156,74.1666998
5280,CHOWK AREA GUJRAT Pakistan #5280,Rural,3479,30,1,32.5635774,74.0565873
5281,DINGA ROAD GUJRAT Pakistan #5281,Residential,3985,60,5,32.5689976,74.0649864
5282,NEAR SCHOOL ROAD GUJRAT Pakistan #5282,Residential,3417,80,4,32.6097075,74.0787731
5283,BHIMBER ROAD GUJRAT Pakistan #5283,Residential,4320,50,1,32.56129,74.07629
5284,JALALPUR JATTAN ROAD GUJRAT Pakistan #5284,Rural,997,60,6,32.5836684,74.0565187
5285,GT ROAD GUJRAT Pakistan #5285,Residential,1515,60,1,32.564327,74.0583307
5286,DINGA ROAD GUJRAT Pakistan #5286,Residential,977,100,5,32.4955977,74.0884
5287,GT ROAD GUJRAT Pakistan #5287,Arterial,3920,100,3,32.6230559,74.0744401
5288,NEAR MARKET GUJRAT Pakistan #5288,Arterial,2799,60,5,32.565706,74.076296
5289,UNIVERSITY ROAD GUJRAT Pakistan #5289,Arterial,4117,120,3,32.5380958,74.0986918
5290,NEAR BUS STOP GUJRAT Pakistan #5290,Residential,2842,50,1,32.5891608,74.07671
5291,NEAR PSO PUMP GUJRAT Pakistan #5291,Residential,4416,50,4,32.5375899,74.0618133
5292,UNIVERSITY ROAD GUJRAT Pakistan #5292,Residential,1809,100,5,32.5730725,74.1005044
5293,NEAR PSO PUMP GUJRAT Pakistan #5293,Residential,2971,30,1,32.5692876,74.0998171
5294,UNIVERSITY ROAD GUJRAT Pakistan #5294,Highway,818,50,1,32.6155815,74.2113292
5295,DINGA ROAD GUJRAT Pakistan #5295,Rural,1931,60,1,32.5692876,74.0998171
5296,NEAR SCHOOL ROAD GUJRAT Pakistan #5296,Rural,4942,60,2,32.5588588,74.0433025
5297,DINGA ROAD GUJRAT Pakistan #5297,Rural,3845,30,2,32.5702854,74.0740192
5298,CHOWK AREA GUJRAT Pakistan #5298,Residential,2797,40,4,32.5670037,74.066112
5299,DINGA ROAD GUJRAT Pakistan #5299,Rural,1044,40,5,32.6454052,74.3237865
5300,VILLAGE LINK ROAD GUJRAT Pakistan #5300,Rural,4424,50,2,32.5730725,74.1005044
5301,NEAR BUS STOP GUJRAT Pakistan #5301,Arterial,4457,80,6,32.5625298,74.0796826
5302,NEAR SCHOOL ROAD GUJRAT Pakistan #5302,Highway,973,60,4,32.5119798,74.0329499
5303,DINGA ROAD GUJRAT Pakistan #5303,Residential,1824,30,3,32.5843296,74.0799613
5304,VILLAGE LINK ROAD GUJRAT Pakistan #5304,Rural,951,80,4,32.5320205,74.0666046
5305,UNIVERSITY ROAD GUJRAT Pakistan #5305,Highway,4009,40,4,32.5654829,74.0753995
5306,UNIVERSITY ROAD GUJRAT Pakistan #5306,Rural,3379,40,6,32.5675134,74.1107824
5307,CHOWK AREA GUJRAT Pakistan #5307,Highway,3662,40,1,32.5706904,74.077329
5308,NEAR MARKET GUJRAT Pakistan #5308,Residential,3804,80,3,32.6114056,74.0784329
5309,SERVICE ROAD GUJRAT Pakistan #5309,Highway,2598,60,4,32.5612082,74.0815111
5310,JALALPUR JATTAN ROAD GUJRAT Pakistan #5310,Residential,3022,40,6,32.6682786,74.115348
5311,VILLAGE LINK ROAD GUJRAT Pakistan #5311,Highway,2890,40,4,32.584468,74.0804983
5312,NEAR MARKET GUJRAT Pakistan #5312,Residential,3467,60,5,32.570403,74.0742755
5313,CHOWK AREA GUJRAT Pakistan #5313,Highway,3059,80,4,32.5720983,74.0844027
5314,UNIVERSITY ROAD GUJRAT Pakistan #5314,Rural,2990,60,1,32.6403926,74.1992232
5315,NEAR BUS STOP GUJRAT Pakistan #5315,Residential,1975,80,3,32.5588588,74.0433025
5316,UNIVERSITY ROAD GUJRAT Pakistan #5316,Arterial,5102,40,6,32.5819698,74.0469034
5317,GT ROAD GUJRAT Pakistan #5317,Rural,4002,50,5,32.5392192,74.0916604
5318,VILLAGE LINK ROAD GUJRAT Pakistan #5318,Residential,2490,40,3,32.6951821,74.1269582
5319,JALALPUR JATTAN ROAD GUJRAT Pakistan #5319,Arterial,3712,120,3,32.5767887,74.0683222
5320,SERVICE ROAD GUJRAT Pakistan #5320,Highway,2638,60,5,32.5885521,74.053398
5321,JALALPUR JATTAN ROAD GUJRAT Pakistan #5321,Arterial,1951,50,4,32.4531823,74.4098755
5322,GT ROAD GUJRAT Pakistan #5322,Rural,3357,80,6,32.49162,74.0894328
5323,DINGA ROAD GUJRAT Pakistan #5323,Arterial,4476,80,4,32.6460466,74.210953
5324,NEAR PSO PUMP GUJRAT Pakistan #5324,Arterial,4161,120,1,32.5860535,74.0793796
5325,NEAR SCHOOL ROAD GUJRAT Pakistan #5325,Residential,1358,120,4,32.5392192,74.0916604
5326,UNIVERSITY ROAD GUJRAT Pakistan #5326,Rural,3208,60,2,32.6022189,74.0342452
5327,SERVICE ROAD GUJRAT Pakistan #5327,Arterial,3077,40,5,32.5842125,74.1548242
5328,NEAR PSO PUMP GUJRAT Pakistan #5328,Highway,3121,80,1,32.5585282,74.0741634
5329,SERVICE ROAD GUJRAT Pakistan #5329,Rural,956,50,4,32.5983795,74.0252828
5330,CHOWK AREA GUJRAT Pakistan #5330,Arterial,4825,80,2,32.5692876,74.0998171
5331,UNIVERSITY ROAD GUJRAT Pakistan #5331,Residential,2456,120,1,32.562705,74.0535033
5332,GT ROAD GUJRAT Pakistan #5332,Residential,2164,50,2,32.5669743,74.079339
5333,NEAR BUS STOP GUJRAT Pakistan #5333,Arterial,2675,30,3,32.6223158,74.0788186
5334,UNIVERSITY ROAD GUJRAT Pakistan #5334,Residential,2266,30,6,32.4070726,74.1213163
5335,NEAR PSO PUMP GUJRAT Pakistan #5335,Residential,910,30,2,32.5815775,74.0648295
5336,NEAR SCHOOL ROAD GUJRAT Pakistan #5336,Residential,2712,60,4,32.5877557,74.4965215
5337,DINGA ROAD GUJRAT Pakistan #5337,Rural,4648,100,5,32.5730725,74.1005044
5338,NEAR PSO PUMP GUJRAT Pakistan #5338,Rural,3774,30,2,32.5058225,74.0947991
5339,NEAR SCHOOL ROAD GUJRAT Pakistan #5339,Highway,1994,100,3,32.5654829,74.0753995
5340,SERVICE ROAD GUJRAT Pakistan #5340,Arterial,1141,80,4,32.5656145,74.0798354
5341,SERVICE ROAD GUJRAT Pakistan #5341,Residential,4154,120,3,32.49162,74.0894328
5342,NEAR PSO PUMP GUJRAT Pakistan #5342,Arterial,2305,80,5,32.5730725,74.1005044
5343,NEAR SCHOOL ROAD GUJRAT Pakistan #5343,Highway,932,120,2,32.5274217,74.0990361
5344,NEAR SCHOOL ROAD GUJRAT Pakistan #5344,Arterial,2361,100,6,32.5850799,74.0428197
5345,JALALPUR JATTAN ROAD GUJRAT Pakistan #5345,Highway,3148,50,4,32.5675134,74.1107824
5346,CHOWK AREA GUJRAT Pakistan #5346,Arterial,4199,100,3,32.5499292,74.0704819
5347,CHOWK AREA GUJRAT Pakistan #5347,Rural,3129,40,3,32.5416391,74.0031448
5348,VILLAGE LINK ROAD GUJRAT Pakistan #5348,Residential,5073,30,1,32.5692876,74.0998171
5349,GT ROAD GUJRAT Pakistan #5349,Highway,1846,120,3,32.5859921,74.0654602
5350,NEAR MARKET GUJRAT Pakistan #5350,Residential,5156,40,6,32.5730725,74.1005044
5351,SERVICE ROAD GUJRAT Pakistan #5351,Rural,1262,100,1,32.5499292,74.0704819
5352,SERVICE ROAD GUJRAT Pakistan #5352,Arterial,4898,120,6,32.5677883,74.0801033
5353,UNIVERSITY ROAD GUJRAT Pakistan #5353,Rural,3166,50,3,32.5488192,74.0501935
5354,UNIVERSITY ROAD GUJRAT Pakistan #5354,Residential,4795,100,4,32.6066096,74.0772164
5355,BHIMBER ROAD GUJRAT Pakistan #5355,Highway,4928,40,6,32.5119798,74.0329499
5356,DINGA ROAD GUJRAT Pakistan #5356,Residential,1346,30,6,32.6284408,74.2332458
5357,UNIVERSITY ROAD GUJRAT Pakistan #5357,Residential,1315,120,6,32.5714932,74.0703673
5358,DINGA ROAD GUJRAT Pakistan #5358,Arterial,3957,50,4,32.5658113,74.0580714
5359,CHOWK AREA GUJRAT Pakistan #5359,Residential,1939,120,4,32.6834127,74.0968336
5360,SERVICE ROAD GUJRAT Pakistan #5360,Residential,2079,80,6,32.6022189,74.0342452
5361,JALALPUR JATTAN ROAD GUJRAT Pakistan #5361,Arterial,3263,100,1,32.584226,74.071835
5362,NEAR MARKET GUJRAT Pakistan #5362,Arterial,1552,60,6,32.5588588,74.0433025
5363,NEAR PSO PUMP GUJRAT Pakistan #5363,Arterial,4424,100,1,32.5723405,74.0816796
5364,GT ROAD GUJRAT Pakistan #5364,Arterial,1506,30,1,32.5588588,74.0433025
5365,GT ROAD GUJRAT Pakistan #5365,Residential,2708,60,4,32.6294115,74.1822162
5366,NEAR SCHOOL ROAD GUJRAT Pakistan #5366,Arterial,983,60,3,32.5416391,74.0031448
5367,GT ROAD GUJRAT Pakistan #5367,Residential,3439,60,3,32.5730725,74.1005044
5368,CHOWK AREA GUJRAT Pakistan #5368,Highway,3910,50,5,32.583994,74.1257065
5369,NEAR BUS STOP GUJRAT Pakistan #5369,Residential,2403,30,3,32.6066096,74.0772164
5370,SERVICE ROAD GUJRAT Pakistan #5370,Residential,4224,120,2,32.6039016,74.137435
5371,NEAR MARKET GUJRAT Pakistan #5371,Residential,1118,60,3,32.5843296,74.0799613
5372,NEAR MARKET GUJRAT Pakistan #5372,Residential,2833,100,1,32.6245827,74.1730541
5373,NEAR MARKET GUJRAT Pakistan #5373,Highway,843,120,1,32.5771447,74.0799177
5374,NEAR MARKET GUJRAT Pakistan #5374,Residential,5110,60,5,32.5624261,74.0797779
5375,UNIVERSITY ROAD GUJRAT Pakistan #5375,Rural,4257,40,1,32.5528715,74.0891853
5376,NEAR SCHOOL ROAD GUJRAT Pakistan #5376,Arterial,2794,30,5,32.5696661,74.0419768
5377,SERVICE ROAD GUJRAT Pakistan #5377,Rural,845,30,1,32.5730725,74.1005044
5378,NEAR PSO PUMP GUJRAT Pakistan #5378,Residential,4944,50,1,32.5958119,74.0289106
5379,DINGA ROAD GUJRAT Pakistan #5379,Residential,4611,120,3,32.5742068,74.0800997
5380,NEAR SCHOOL ROAD GUJRAT Pakistan #5380,Arterial,3056,30,4,32.6014928,74.0806812
5381,VILLAGE LINK ROAD GUJRAT Pakistan #5381,Rural,3784,100,4,32.6501118,74.079212
5382,VILLAGE LINK ROAD GUJRAT Pakistan #5382,Arterial,3931,80,3,32.5932314,74.0440804
5383,DINGA ROAD GUJRAT Pakistan #5383,Residential,3294,50,2,32.5673753,74.0802452
5384,BHIMBER ROAD GUJRAT Pakistan #5384,Residential,1505,120,5,32.5913519,74.0608558
5385,NEAR PSO PUMP GUJRAT Pakistan #5385,Arterial,782,30,2,32.6373179,74.2144198
5386,UNIVERSITY ROAD GUJRAT Pakistan #5386,Residential,2254,120,3,32.5927722,74.1157376
5387,JALALPUR JATTAN ROAD GUJRAT Pakistan #5387,Arterial,4149,60,4,32.5898911,74.0503762
5388,NEAR SCHOOL ROAD GUJRAT Pakistan #5388,Highway,3017,50,4,32.5692876,74.0998171
5389,NEAR PSO PUMP GUJRAT Pakistan #5389,Arterial,2865,60,4,32.5762706,74.0697797
5390,NEAR BUS STOP GUJRAT Pakistan #5390,Rural,1871,30,5,32.5373708,74.0322155
5391,VILLAGE LINK ROAD GUJRAT Pakistan #5391,Residential,1190,100,1,32.5759067,74.0821409
5392,NEAR BUS STOP GUJRAT Pakistan #5392,Rural,880,30,2,32.5767616,74.0635991
5393,GT ROAD GUJRAT Pakistan #5393,Residential,1711,80,6,32.5774479,74.0631351
5394,DINGA ROAD GUJRAT Pakistan #5394,Arterial,4013,40,5,32.6327822,74.0108605
5395,NEAR SCHOOL ROAD GUJRAT Pakistan #5395,Residential,2187,40,3,32.5600873,74.0828027
5396,DINGA ROAD GUJRAT Pakistan #5396,Highway,5045,120,1,32.6407156,74.1666998
5397,UNIVERSITY ROAD GUJRAT Pakistan #5397,Highway,1206,80,4,32.512573,74.0098577
5398,BHIMBER ROAD GUJRAT Pakistan #5398,Highway,3243,40,1,32.5274217,74.0990361
5399,JALALPUR JATTAN ROAD GUJRAT Pakistan #5399,Residential,2526,120,5,32.5693796,74.073685
5400,NEAR PSO PUMP GUJRAT Pakistan #5400,Arterial,4717,100,6,32.5853647,74.0675061
5401,JALALPUR JATTAN ROAD GUJRAT Pakistan #5401,Arterial,2867,30,6,32.5730725,74.1005044
5402,VILLAGE LINK ROAD GUJRAT Pakistan #5402,Residential,2830,120,2,32.5588588,74.0433025
5403,NEAR PSO PUMP GUJRAT Pakistan #5403,Arterial,4606,80,6,32.5843073,74.0764902
5404,NEAR PSO PUMP GUJRAT Pakistan #5404,Residential,4719,80,6,32.5913519,74.0608558
5405,NEAR PSO PUMP GUJRAT Pakistan #5405,Arterial,4097,100,4,32.5624664,74.0644355
5406,DINGA ROAD GUJRAT Pakistan #5406,Arterial,1892,50,1,32.6245827,74.1730541
5407,SERVICE ROAD GUJRAT Pakistan #5407,Residential,3064,40,6,32.5927722,74.1157376
5408,NEAR MARKET GUJRAT Pakistan #5408,Residential,1802,60,5,32.6209735,74.0788898
5409,NEAR SCHOOL ROAD GUJRAT Pakistan #5409,Residential,1339,60,3,32.5897727,74.0514371
5410,NEAR BUS STOP GUJRAT Pakistan #5410,Residential,3269,60,4,32.5588588,74.0433025
5411,GT ROAD GUJRAT Pakistan #5411,Rural,2806,100,1,32.550686,74.090177
5412,CHOWK AREA GUJRAT Pakistan #5412,Arterial,1694,40,6,32.5596973,74.0772187
5413,NEAR PSO PUMP GUJRAT Pakistan #5413,Rural,670,80,4,32.6919583,74.128524
5414,NEAR SCHOOL ROAD GUJRAT Pakistan #5414,Arterial,3009,30,2,32.5730725,74.1005044
5415,UNIVERSITY ROAD GUJRAT Pakistan #5415,Residential,928,50,1,32.5730725,74.1005044
5416,VILLAGE LINK ROAD GUJRAT Pakistan #5416,Arterial,1505,30,5,32.5730725,74.1005044
5417,NEAR BUS STOP GUJRAT Pakistan #5417,Residential,1074,60,3,32.6480365,74.2120629
5418,GT ROAD GUJRAT Pakistan #5418,Rural,5117,100,5,32.6116756,74.239942
5419,DINGA ROAD GUJRAT Pakistan #5419,Residential,2049,120,3,32.6007906,74.077783
5420,NEAR SCHOOL ROAD GUJRAT Pakistan #5420,Arterial,1644,60,2,32.5401168,74.0629936
5421,BHIMBER ROAD GUJRAT Pakistan #5421,Residential,4572,50,5,32.5652769,74.0679402
5422,NEAR SCHOOL ROAD GUJRAT Pakistan #5422,Highway,1591,60,1,32.5850793,74.0682043
5423,SERVICE ROAD GUJRAT Pakistan #5423,Residential,3365,30,6,32.5862974,74.0567177
5424,VILLAGE LINK ROAD GUJRAT Pakistan #5424,Rural,3005,30,2,32.5730725,74.1005044
5425,VILLAGE LINK ROAD GUJRAT Pakistan #5425,Residential,3317,80,3,32.5588588,74.0433025
5426,NEAR SCHOOL ROAD GUJRAT Pakistan #5426,Arterial,4894,60,6,32.5927722,74.1157376
5427,UNIVERSITY ROAD GUJRAT Pakistan #5427,Arterial,4665,50,2,32.596031,74.0704016
5428,VILLAGE LINK ROAD GUJRAT Pakistan #5428,Residential,4681,40,6,32.5274217,74.0990361
5429,BHIMBER ROAD GUJRAT Pakistan #5429,Highway,2877,40,2,32.6394603,74.3550817
5430,NEAR MARKET GUJRAT Pakistan #5430,Highway,4624,100,3,32.5760135,74.0817196
5431,BHIMBER ROAD GUJRAT Pakistan #5431,Arterial,3829,100,5,32.5657319,74.0407111
